Filename	Comment	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	Actual	Predicted
repos/libpng-code/contrib/libtests/pngimage.c	name	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	removes the alpha channel if present	3.55	1.25	0.05	1.67	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.99999994	0.99999994	0.99999994	0.0	0.0	0.0	0.0	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	problem, antidote	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.36807665	0	0
repos/libpng-code/contrib/libtests/pngimage.c	See display_log below	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.7615942	0.0	0.0	0.0	0.7615942	2.0	-0.28934708	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"Used on a read, both the original read and when validating a written
    * image."	4.95	2.45	0.05	1.85	0.05	3.65	0.05	0.41	0.05	0.05	0.05	0.99975324	0.99999547	0.99975324	0.0	0.0	0.0	0.0	2.0	-0.0033770115	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Data read from the original file	2.85	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	where the file gets written	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Third test: the active options.  Test each in turn, or, with the
    * EXHAUSTIVE option, test all possible combinations."	7.75	0.05	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9640276	0.9866143	0.0	0.0	0.0	0.0	2.0	0.28314647	2	2
repos/libpng-code/contrib/libtests/pngimage.c	last buffer in use	2.15	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.0	0.66403675	0.46211717	0.0	0.0	0.46211717	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	abort on user or internal error	2.85	2.45	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9890274	0.90514827	0.0	0.0	0.0	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"List ALL the PNG_TRANSFORM_ macros here.  Check for support using the READ
    * macros; even if the transform is supported on write it cannot be tested
    * without the read support."	13.35	7.25	0.05	2.21	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.9999092	0.99999994	0.9999877	0.0	0.0	0.0	0.0	2.0	0.8161181	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Move the result to the 'original' fields	2.85	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.90514827	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Required to quiet GNUC warnings when the compiler sees a stdarg function
    * that calls one of the stdio v APIs."	9.15	0.05	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.9993293	0.0	0.0	0.0	0.0	0.0	2.0	0.43640822	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"The name, if 't' has multiple bits set the name of the lowest set bit is
    * returned."	7.05	4.85	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.99975324	0.9999092	0.0	0.0	0.0	0.0	2.0	0.41226566	2	2
repos/libpng-code/contrib/libtests/pngimage.c	transforms that should do nothing	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"All the chunks from the original PNG should be preserved in the output PNG
    * because the PNG format has not been changed."	6.35	0.05	0.05	0.41	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9981779	0.9866143	0.0	0.0	0.0	0.0	2.0	0.56793636	2	2
repos/libpng-code/contrib/libtests/pngimage.c	first set bit	2.15	2.45	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.34234712	2	2
repos/libpng-code/contrib/libtests/pngimage.c	such as file-not-found	0.75	0.05	0.05	0.23	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.3160937	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"Need the stray bits at the end, this depends only on the low bits
          * of the image width; overflow does not matter.  If the width is an
          * exact multiple of 8 bits this gives a mask of 0, not 0xff."	14.75	2.45	0.05	3.65	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9993293	0.9985079	0.7615942	0.0	0.0	0.0	2.0	0.82571864	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"The 'palette' side effect mentioned above; a bit bogus but this is the
       * way the libpng code works."	7.05	0.05	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.90514827	0.46211717	0.0	0.0	0.0	0.0	2.0	0.33637094	2	2
repos/libpng-code/contrib/libtests/pngimage.c	from the original read	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9640276	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.41785613	1	1
repos/libpng-code/contrib/libtests/pngimage.c	NOTREACHED	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.39325455	0	0
repos/libpng-code/contrib/libtests/pngimage.c	bytes in the last buffer	2.15	2.45	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.0	0.9996986	0.90514827	0.0	0.0	0.46211717	2.0	-0.34234712	2	2
repos/libpng-code/contrib/libtests/pngimage.c	antidote	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"Second test: write the original PNG data out to a new file (to test the
    * write side) then read the result back in and make sure that it hasn't
    * changed."	12.65	9.65	0.05	2.03	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9950548	0.99999547	0.9999996	0.9640276	0.46211717	0.0	0.0	2.0	0.70644563	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Derived information for the original image.	3.55	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Errors cause this routine to exit to the fail code	4.25	1.25	0.05	1.67	0.05	1.25	0.05	0.41	0.05	0.05	0.05	0.0	0.90514827	0.95623744	0.9640276	0.0	0.0	0.0	2.0	-0.09146365	2	2
repos/libpng-code/contrib/libtests/pngimage.c	converts gray-scale components to 1..0 from 0..1	4.95	0.05	0.05	0.05	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Original IHDR information	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"All transforms reversible: write the PNG with the transformations
             * reversed, then read it back in with no transformations.  The
             * result should be the same as the original apart from the loss of
             * low order bits because of the SHIFT/sBIT transform."	13.35	4.85	0.05	3.65	1.25	4.85	0.05	0.41	0.05	0.05	0.05	0.9999092	0.99999976	0.99999976	0.0	0.0	0.0	0.0	2.0	0.8672228	2	2
repos/libpng-code/contrib/libtests/pngimage.c	i.e. true-color depths	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	crazy debugging	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	10.05	0.05	0.05	0.0	0.0	0.5370496	0.7615942	0.0	0.46211717	0.0	2.0	-0.41785613	1	1
repos/libpng-code/contrib/libtests/pngimage.c	combo is ok	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.28934708	0	0
repos/libpng-code/contrib/libtests/pngimage.c	Everything tested	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.36807665	0	0
repos/libpng-code/contrib/libtests/pngimage.c	'e' remains set to the name of the last thing changed:	4.95	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.90514827	0.0	0.0	0.0	0.46211717	2.0	-0.0033770115	2	2
repos/libpng-code/contrib/libtests/pngimage.c	transforms	0.75	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	mask (if not zero) for the final byte	4.25	3.65	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.90514827	0.997283	0.46211717	0.0	0.0	0.0	2.0	-0.3160937	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"This cleans out any previous read and sets operation and transforms to
    * empty."	4.95	2.45	0.05	3.29	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9993293	0.99999547	0.0	0.0	0.0	0.0	2.0	-0.0033770115	2	2
repos/libpng-code/contrib/libtests/pngimage.c	transforms	0.75	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	used on the original read	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Now move to the next transform	2.15	1.25	0.05	1.67	0.05	26.45	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9640276	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	WRITE	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"FILE DATA HANDLING
 *    The original file is cached in memory.  During write the output file is
 *    written to memory.
 *
 *    In both cases the file data is held in a linked list of buffers - not all
 *    of these are in use at any time."	15.45	10.85	0.05	1.13	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9981779	0.99999547	0.99999696	0.9640276	0.0	0.0	0.46211717	2.0	0.9322279	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Test all combinations of active options	2.85	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.90514827	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	!tested	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	current buffer being read	2.15	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9950548	0.9800964	0.46211717	0.0	0.0	0.46211717	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	such as out-of-memory in a callback	1.45	0.05	0.05	0.23	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.8617232	0.46211717	0.0	0.0	0.0	2.0	-0.34234712	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"First test: if there are options that should be ignored for this file
    * verify that they really are ignored."	7.05	2.45	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.99975324	0.9950548	0.0	0.0	0.0	0.0	2.0	0.28314647	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Now perform the initial read with a 0 transform.	3.55	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.99975324	0.9999092	0.9999502	0.46211717	0.0	0.0	0.0	2.0	-0.23451152	1	1
repos/libpng-code/contrib/libtests/pngimage.c	leave the filename for error detection	3.55	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.8617232	0.7615942	0.0	0.0	0.0	2.0	-0.20649801	1	1
repos/libpng-code/contrib/libtests/pngimage.c	no point testing more	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	absent = gray, no alpha	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.39325455	2	2
repos/libpng-code/contrib/libtests/pngimage.c	one at a time	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.2913126	0.46211717	0.0	0.0	0.0	2.0	-0.4418598	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Value is 1 or 2	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.36807665	1	1
repos/libpng-code/contrib/libtests/pngimage.c	for the SHIFT/sBIT transform	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.09146365	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"sanity check; this is a grayscale PNG; something is wrong in the
             * code above."	4.95	0.05	0.05	0.77	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.9640276	0.46211717	0.0	0.0	0.0	0.0	2.0	0.17159432	2	2
repos/libpng-code/contrib/libtests/pngimage.c	reverses the order of low-bit-depth components packed into a byte	4.25	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9640276	0.9998646	0.46211717	0.0	0.0	0.0	2.0	0.08476206	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"'active' transforms are discovered based on the original image format;
    * running one active transform can activate others.  At present the code
    * does not attempt to determine the closure."	12.65	0.05	0.05	3.47	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9999877	1.0	0.9999986	0.7615942	0.0	0.0	0.0	2.0	0.72089225	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Here on any return, including failures, except user/internal issues	4.95	2.45	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9999666	0.99999547	0.9999999	0.90514827	0.0	0.46211717	0.0	2.0	0.08476206	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"Define the following to use this test against your installed libpng, rather
 * than the one being built here:"	6.35	0.05	0.05	1.85	0.05	0.05	0.05	0.41	10.05	0.05	0.05	0.0	0.9640276	0.0	0.0	0.46211717	0.0	0.0	2.0	0.28314647	2	2
repos/libpng-code/contrib/libtests/pngimage.c	WRITE_PNG	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.46211717	2.0	-0.3160937	0	0
repos/libpng-code/contrib/libtests/pngimage.c	The display pointer is always stored in the png_struct error pointer	4.95	3.65	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9999666	0.9950548	0.0	0.0	0.7615942	2.0	0.17159432	2	2
repos/libpng-code/contrib/libtests/pngimage.c	NOTREACHED	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.39325455	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"Certain transforms require the png_info to be zapped to allow the
    * transform to work correctly."	6.35	0.05	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.9950548	0.46211717	0.0	0.0	0.0	0.46211717	2.0	0.28314647	1	1
repos/libpng-code/contrib/libtests/pngimage.c	prevents a crash	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.36807665	0	0
repos/libpng-code/contrib/libtests/pngimage.c	lowest set bit	2.15	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.34234712	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Release any memory held in the display.	2.85	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.90514827	0.66403675	0.46211717	0.0	0.0	0.46211717	2.0	-0.20649801	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Helper to test for a bad combo and log it if it is skipped	5.65	2.45	0.05	0.23	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.9981779	0.99975324	0.9950548	0.0	0.0	0.0	0.0	2.0	-0.0033770115	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Does the initial cache of the file.	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9950548	0.997283	0.46211717	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	big-endian	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.0	0.0	0.66403675	0.46211717	0.0	0.0	0.0	2.0	-0.46524704	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"The png_read_png API requires us to make the info struct, but it does the
    * call to png_read_info."	6.35	1.25	0.05	3.29	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9999666	0.997283	0.46211717	0.46211717	0.0	0.90514827	2.0	0.56793636	2	2
repos/libpng-code/contrib/libtests/pngimage.c	where the level is in 'options'	1.45	0.05	0.05	0.05	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Value is 1, 2, 3 or 4	3.55	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.36807665	1	1
repos/libpng-code/contrib/libtests/pngimage.c	'A' for a filler!	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	1	1
repos/libpng-code/contrib/libtests/pngimage.c	anything unexpected is an internal error:	2.85	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9800964	0.7615942	0.0	0.0	0.0	2.0	-0.23451152	2	2
