Filename	Comment	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	Actual	Predicted
repos/libpng-code/contrib/libtests/pngimage.c	Fail on warnings as well as errors	2.85	0.05	0.05	1.67	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.800499	0.90514827	0.0	0.0	0.0	2.0	-0.23451152	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"If this involved any irreversible transformations then if we write
          * it out with just the reversible transformations and read it in again
          * with the same transforms we should get the same thing.  At present
          * this isn't done - it just seems like a waste of time and it would
          * require two sets of read png_struct/png_info.
          *
          * If there were no irreversible transformations then if we write it
          * out and read it back in again (without the reversible transforms)
          * we should get back to the place where we started."	28.75	15.65	0.05	10.31	2.45	3.65	0.05	0.41	0.05	0.05	0.05	0.9999877	1.0	1.0	0.7615942	0.0	0.0	0.7615942	2.0	0.9880851	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Validate the above table - this just builds the above values	3.55	1.25	0.05	0.23	0.05	0.05	0.05	0.41	10.05	5.05	0.05	0.9866143	0.9950548	0.9999092	0.0	0.46211717	0.0	0.0	2.0	-0.12057812	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Not an option	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.41785613	1	1
repos/libpng-code/contrib/libtests/pngimage.c	error handling	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.800499	0.90514827	0.0	0.0	0.0	2.0	-0.36807665	1	1
repos/libpng-code/contrib/libtests/pngimage.c	switches on warnings	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.90514827	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.36807665	1	1
repos/libpng-code/contrib/libtests/pngimage.c	The name of the original file	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	excluding write-only transforms	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.90514827	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Log pass/fail to stdout	2.85	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.946806	0.46211717	0.0	0.0	0.0	2.0	-0.06219196	1	1
repos/libpng-code/contrib/libtests/pngimage.c	avoid the need to rewrite every time	3.55	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.90514827	0.946806	0.46211717	0.0	0.0	0.0	2.0	-0.20649801	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Transform used in operation	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"unpacks low-bit-depth components into 1 byte per component on read,
       * reverses this on write."	7.05	2.45	0.05	3.29	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9993293	0.99975324	0.99999326	0.46211717	0.0	0.0	0.0	2.0	0.2558399	2	2
repos/libpng-code/contrib/libtests/pngimage.c	NOTREACHED	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.39325455	0	0
repos/libpng-code/contrib/libtests/pngimage.c	components are up to 8 bytes in size	2.85	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.46211717	0.99945086	0.7615942	0.0	0.0	0.0	2.0	-0.20649801	2	2
repos/libpng-code/contrib/libtests/pngimage.c	the transform was tested somewhere	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.90514827	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.2621409	0	0
repos/libpng-code/contrib/libtests/pngimage.c	set by png_read_png	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9950548	0.0	0.0	0.0	0.7615942	2.0	-0.20649801	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Used to write a new image (the original info_ptr is used)	4.95	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.9866143	0.88535166	0.90514827	0.0	0.0	0.0	2.0	0.11391694	2	2
repos/libpng-code/contrib/libtests/pngimage.c	expands the tRNS chunk in files without alpha	4.25	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.90514827	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.12057812	1	1
repos/libpng-code/contrib/libtests/pngimage.c	don't skip	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.90514827	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.17814182	0	0
repos/libpng-code/contrib/libtests/pngimage.c	params	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.4418598	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Variables calculated by validate_T below and used to record all the supported
 * transforms.  Need (unsigned int) here because of the places where these
 * values are used (unsigned compares in the 'exhaustive' iterator.)"	11.95	6.05	0.05	0.59	0.05	0.05	0.05	0.41	0.05	5.05	0.05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.7844124	2	2
repos/libpng-code/contrib/libtests/pngimage.c	This structure is used to control the test of a single file.	4.25	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.9640276	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.0033770115	1	1
repos/libpng-code/contrib/libtests/pngimage.c	default to !verbose, !quiet	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Load a buffer from a file; does the equivalent of buffer_start_write.  On a
 * read error returns an errno value, else returns 0."	9.15	8.45	0.05	3.47	0.05	2.45	0.05	0.41	0.05	0.05	0.05	0.99999976	1.0	1.0	0.9866143	0.0	0.0	0.7615942	2.0	0.56793636	2	2
repos/libpng-code/contrib/libtests/pngimage.c	bits-per-pixel then bytes-per-pixel	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.99979794	0.7615942	0.0	0.0	0.0	2.0	-0.17814182	1	1
repos/libpng-code/contrib/libtests/pngimage.c	transforms applied	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.36807665	0	0
repos/libpng-code/contrib/libtests/pngimage.c	fread failed - probably end of file	4.25	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9959494	0.7615942	0.0	0.0	0.0	2.0	-0.12057812	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"called once after the first read to update all the info, original_pp and
    * original_ip must have been filled in."	6.35	2.45	0.05	0.41	0.05	13.25	0.05	0.41	0.05	5.05	0.05	0.9999666	0.99999994	0.99999547	0.0	0.0	0.0	0.0	2.0	0.33637094	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Attempt to deduce bad combos	2.85	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.2621409	1	1
repos/libpng-code/contrib/libtests/pngimage.c	SEQUENTIAL_READ	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9950548	0.9950548	0.9993293	0.0	0.0	0.0	0.0	2.0	-0.3160937	0	0
repos/libpng-code/contrib/libtests/pngimage.c	"bad_combos identifies the combos that occur in all failing cases;
          * bad_combo_list identifies transforms that do not prevent the
          * failure."	8.45	1.25	0.05	3.47	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9999092	0.9999994	0.999998	0.90514827	0.0	0.0	0.0	2.0	0.5875519	2	2
repos/libpng-code/contrib/libtests/pngimage.c	skip	0.75	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	READ_PNG and WRITE_PNG were not defined, so:	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9981779	0.9866143	0.0	0.0	0.0	0.7615942	2.0	0.20002303	0	0
repos/libpng-code/contrib/libtests/pngimage.c	else this is a verify and do not overwrite info	3.55	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9993293	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.12057812	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"'level' is as above, fmt is a stdio style format string.  This routine
    * does not return if level is above LIBPNG_WARNING"	7.75	4.85	0.05	3.29	1.25	42.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9999666	0.99997264	0.7615942	0.0	0.0	0.7615942	2.0	0.6913853	2	2
repos/libpng-code/contrib/libtests/pngimage.c	bitwise AND of failing transforms	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9866143	0.946806	0.46211717	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Use unsigned int here because the code below to increment through all
       * the possibilities exhaustively has to use a compare and that must be
       * unsigned, because some transforms are negative on a 16-bit system."	10.55	6.05	0.05	3.47	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.9981779	0.99999547	0.9999994	0.0	0.0	0.0	0.0	2.0	0.64240736	2	2
repos/libpng-code/contrib/libtests/pngimage.c	flush	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	Set the IO handling	2.15	0.05	0.05	1.67	0.05	2.45	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.8617232	0.46211717	0.0	0.0	0.0	2.0	-0.23451152	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Original chunks valid	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9640276	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.39325455	2	2
repos/libpng-code/contrib/libtests/pngimage.c	byte-swaps 16-bit component values	2.85	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.9999502	0.46211717	0.0	0.0	0.0	2.0	-0.06219196	1	1
repos/libpng-code/contrib/libtests/pngimage.c	!sBIT	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	Used from libpng callbacks to get the current buffer	4.25	1.25	0.05	0.23	0.05	3.65	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9866143	0.8617232	0.46211717	0.0	0.0	0.46211717	2.0	-0.09146365	2	2
repos/libpng-code/contrib/libtests/pngimage.c	for y	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.39325455	1	1
repos/libpng-code/contrib/libtests/pngimage.c	error handler callbacks for libpng	3.55	1.25	0.05	0.23	0.05	4.85	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.9836749	0.9640276	0.0	0.0	0.0	2.0	-0.20649801	2	2
repos/libpng-code/contrib/libtests/pngimage.c	drops the bottom 8 bits when bit depth is 16	4.95	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.09146365	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Some transforms appear multiple times in the table; the 'active' status
       * is the logical OR of these and the inactive status must be adjusted to
       * take this into account."	9.85	0.05	0.05	3.47	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.99975324	0.99999976	0.99999326	0.46211717	0.0	0.0	0.0	2.0	0.5875519	2	2
repos/libpng-code/contrib/libtests/pngimage.c	transforms applied	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.36807665	0	0
repos/libpng-code/contrib/libtests/pngimage.c	scales 16-bit components to 8-bits.	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.20649801	1	1
repos/libpng-code/contrib/libtests/pngimage.c	required by POSIX 1003.1	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.7615942	0.0	2.0	-0.3160937	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Convert bpp to bytes; this gives '1' for low-bit depth grayscale,
          * where there are multiple pixels per byte."	9.15	3.65	0.05	4.91	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9993293	0.9999963	0.7615942	0.0	0.0	0.0	2.0	0.31000158	2	2
repos/libpng-code/contrib/libtests/pngimage.c	this and higher cause a longjmp	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.34234712	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"Reversible transforms are those which are supported on both read and
    * write."	3.55	1.25	0.05	1.85	0.05	3.65	0.05	0.41	0.05	0.05	0.05	0.9981779	0.9999877	0.9981779	0.0	0.0	0.0	0.0	2.0	-0.0033770115	2	2
repos/libpng-code/contrib/libtests/pngimage.c	on write strips a trailing filler channel	3.55	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.800499	0.7615942	0.0	0.0	0.0	2.0	-0.12057812	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"1.6.1 added support for the configure test harness, which uses 77 to indicate
 * a skipped test, in earlier versions we need to succeed on a skipped test, so:"	14.05	1.25	0.05	1.85	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.9993293	0.99999833	0.9993293	0.0	0.46211717	0.46211717	0.0	2.0	0.56793636	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Exists solely to isolate the setjmp clobbers	3.55	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.17814182	1	1
repos/libpng-code/contrib/libtests/pngimage.c	For each file on the command line test it with a range of transforms	4.95	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.032812893	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"reduces component values to the original range based on the sBIT chunk,
       * this is only partially reversible - the low bits are lost and cannot be
       * recovered on write.  In fact write code replicates the bits to generate
       * new low-order bits."	18.25	7.25	0.05	3.65	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.99999994	1.0	1.0	0.90514827	0.0	0.0	0.0	2.0	0.9240774	2	2
repos/libpng-code/contrib/libtests/pngimage.c	the very first buffer	1.45	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.0	0.8617232	0.46211717	0.0	0.0	0.46211717	2.0	-0.39325455	1	1
repos/libpng-code/contrib/libtests/pngimage.c	Remove the user limits, if any	2.85	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.99999547	0.99999833	0.99999547	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	The IHDR should be identical:	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.28934708	1	1
repos/libpng-code/contrib/libtests/pngimage.c	continuable error - no need to longjmp	3.55	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.9800964	0.7615942	0.0	0.0	0.0	2.0	-0.2621409	2	2
repos/libpng-code/contrib/libtests/pngimage.c	set by the original read	2.15	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9950548	0.0	0.0	0.0	0.0	2.0	-0.34234712	2	2
repos/libpng-code/contrib/libtests/pngimage.c	pre 1.7.0	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.46211717	0.0	2.0	-0.4418598	0	0
repos/libpng-code/contrib/libtests/pngimage.c	Two bytes per component, big-endian	3.55	0.05	0.05	0.23	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.46211717	0.0	0.9996986	0.90514827	0.0	0.0	0.0	2.0	-0.3160937	1	1
repos/libpng-code/contrib/libtests/pngimage.c	"This set of transforms failed.  If a single bit is set - if
                * there is just one transform - don't include this in further
                * 'exhaustive' tests.  Notice that each transform is tested on
                * its own before testing combos in the exhaustive case."	16.15	7.25	0.05	3.47	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.99999994	1.0	1.0	0.46211717	0.0	0.0	0.0	2.0	0.87433976	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"And if this is read back in, because all the transformations were
             * reversible, the result should be the same."	4.25	3.65	0.05	0.23	1.25	2.45	0.05	0.41	0.05	0.05	0.05	0.9981779	0.9999666	0.9999092	0.0	0.0	0.0	0.0	2.0	0.08476206	2	2
repos/libpng-code/contrib/libtests/pngimage.c	of the original rows:	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.41785613	1	1
repos/libpng-code/contrib/libtests/pngimage.c	reset for next time	2.85	3.65	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.90514827	0.997283	0.46211717	0.0	0.0	0.0	2.0	-0.34234712	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"First cache the file and update the display original file
    * information for the new file."	7.75	4.85	0.05	0.41	0.05	6.05	0.05	0.41	0.05	5.05	0.05	0.99975324	0.99975324	0.99999446	0.90514827	0.0	0.0	0.46211717	2.0	0.14287694	2	2
repos/libpng-code/contrib/libtests/pngimage.c	The mask can be combined with sig_bits[0]	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.12057812	1	1
repos/libpng-code/contrib/libtests/pngimage.c	prevent display	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.7615942	0.0	0.0	0.0	0.46211717	2.0	-0.36807665	1	1
repos/libpng-code/contrib/libtests/pngimage.c	expands grayscale PNG files to RGB, or RGBA	4.25	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.90514827	0.7615942	0.0	0.0	0.0	0.0	2.0	0.14287694	2	2
repos/libpng-code/contrib/libtests/pngimage.c	Write the data into the buffer, adding buffers as required	4.25	3.65	0.05	1.67	0.05	8.45	0.05	0.41	0.05	0.05	0.05	0.9999092	0.9999666	0.99998164	0.46211717	0.0	0.0	0.46211717	2.0	-0.032812893	2	2
